list,max_key,u_rate,rq_rate,wrk_threads,rq_threads,rq_size,u_latency,c_latency,rq_latency,tot_thruput,u_thruput,c_thruput,rq_thruput,rq_len,avg_in_announce,avg_in_bags,reachable_nodes,avg_bundle_size
citrus-lockfree,100000,9.00,10.00,96,0,50,2846,797,30097,24736251,2229207,100154955,2476053,24,0,296,0,0.00
citrus-bundle,100000,9.80,2.00,1,0,50,614,713,3361,2472248,242995,10899365,49380,24,0,0,49954,1.17
citrus-bundle,100000,9.80,2.00,16,0,50,838,776,3077,34526354,3387775,152240300,690519,25,0,0,50105,1.17
citrus-bundle,100000,9.80,2.00,32,0,50,1003,747,3810,50222850,4927590,221449140,1005432,25,0,0,49846,1.17
citrus-bundle,100000,9.80,2.00,48,0,50,1104,530,4363,61501222,6035919,271169235,1231456,25,0,0,50220,1.17
citrus-bundle,100000,9.80,2.00,64,0,50,1987,552,5947,58815322,5772982,259331300,1176080,25,0,0,50157,1.17
citrus-bundle,100000,9.80,2.00,80,0,50,2420,677,6469,64087965,6286683,282593920,1282498,25,0,0,50230,1.17
citrus-bundle,100000,9.80,2.00,96,0,50,2822,655,6895,67100804,6584641,295855915,1344980,24,0,0,50272,1.17
citrus-lockfree,100000,9.80,2.00,1,0,50,492,640,1743,3239970,317607,14287415,64880,25,0,0,0,0.00
citrus-lockfree,100000,9.80,2.00,16,0,50,537,453,3470,39800709,3906618,175484940,797103,24,0,47,0,0.00
citrus-lockfree,100000,9.80,2.00,32,0,50,649,411,6333,56212670,5516898,247852100,1125352,25,0,99,0,0.00
citrus-lockfree,100000,9.80,2.00,48,0,50,801,718,10189,64310531,6309799,283571155,1286501,25,0,151,0,0.00
citrus-lockfree,100000,9.80,2.00,64,0,50,1286,581,13941,67581293,6628451,297997445,1353353,25,0,203,0,0.00
citrus-lockfree,100000,9.80,2.00,80,0,50,1407,600,16888,76870528,7543180,338936535,1540041,24,0,256,0,0.00
citrus-lockfree,100000,9.80,2.00,96,0,50,1753,623,25396,73869691,7248952,325706840,1479371,25,0,309,0,0.00
citrus-bundle,100000,10.00,0.00,1,0,50,504,330,0,2794879,279828,12575255,0,0,0,0,49930,1.17
citrus-bundle,100000,10.00,0.00,16,0,50,700,392,0,39001993,3903804,175490945,0,0,0,0,49790,1.17
citrus-bundle,100000,10.00,0.00,32,0,50,925,582,0,55119454,5518964,248002450,0,0,0,0,49958,1.17
citrus-bundle,100000,10.00,0.00,48,0,50,1085,499,0,66834370,6691010,300716800,0,0,0,0,49960,1.17
citrus-bundle,100000,10.00,0.00,64,0,50,2151,822,0,61536367,6162499,276869340,0,0,0,0,49874,1.17
citrus-bundle,100000,10.00,0.00,80,0,50,2917,859,0,62018966,6209372,279047970,0,0,0,0,50081,1.17
citrus-bundle,100000,10.00,0.00,96,0,50,3990,577,0,67399230,6748583,303253235,0,0,0,0,50066,1.17
citrus-lockfree,100000,10.00,0.00,1,0,50,395,400,0,3330951,333352,14987995,0,0,0,0,0,0.00
citrus-lockfree,100000,10.00,0.00,16,0,50,567,626,0,45817482,4585509,206159865,0,0,0,0,0,0.00
citrus-lockfree,100000,10.00,0.00,32,0,50,643,470,0,68895542,6896713,309994145,0,0,0,0,0,0.00
citrus-lockfree,100000,10.00,0.00,48,0,50,761,562,0,83656606,8377274,376396660,0,0,0,0,0,0.00
citrus-lockfree,100000,10.00,0.00,64,0,50,1606,545,0,81622826,8174827,367239995,0,0,0,0,0,0.00
citrus-lockfree,100000,10.00,0.00,80,0,50,2303,592,0,85719635,8583357,385681390,0,0,0,0,0,0.00
citrus-lockfree,100000,10.00,0.00,96,0,50,2636,579,0,92159998,9226139,414669295,0,0,0,0,0,0.00
citrus-bundle,100000,0.00,100.00,1,0,50,0,0,3207,391286,0,0,391286,24,0,0,49595,1.16
citrus-bundle,100000,0.00,100.00,16,0,50,0,0,2883,5855580,0,0,5855580,25,0,0,50278,1.17
citrus-bundle,100000,0.00,100.00,32,0,50,0,0,3388,9618444,0,0,9618444,25,0,0,50123,1.17
citrus-bundle,100000,0.00,100.00,48,0,50,0,0,4266,11927505,0,0,11927505,24,0,0,49797,1.17
citrus-bundle,100000,0.00,100.00,64,0,50,0,0,3708,17161641,0,0,17161641,25,0,0,50129,1.17
citrus-bundle,100000,0.00,100.00,80,0,50,0,0,3864,20567591,0,0,20567591,25,0,0,50199,1.17
citrus-bundle,100000,0.00,100.00,96,0,50,0,0,3876,23538168,0,0,23538168,24,0,0,49943,1.17
citrus-lockfree,100000,0.00,100.00,1,0,50,0,0,1775,627560,0,0,627560,24,0,0,0,0.00
citrus-lockfree,100000,0.00,100.00,16,0,50,0,0,3079,5662039,0,0,5662039,25,0,45,0,0.00
citrus-lockfree,100000,0.00,100.00,32,0,50,0,0,5661,5505620,0,0,5505620,25,0,93,0,0.00
citrus-lockfree,100000,0.00,100.00,48,0,50,0,0,8670,5167763,0,0,5167763,25,0,141,0,0.00
citrus-lockfree,100000,0.00,100.00,64,0,50,0,0,11637,5525285,0,0,5525285,24,0,189,0,0.00
citrus-lockfree,100000,0.00,100.00,80,0,50,0,0,13415,5855484,0,0,5855484,25,0,237,0,0.00
citrus-lockfree,100000,0.00,100.00,96,0,50,0,0,18635,5105212,0,0,5105212,25,0,285,0,0.00
citrus-bundle,100000,1.80,98.00,1,0,50,956,454,3073,388336,6976,3820,380596,24,0,0,49924,1.17
citrus-bundle,100000,1.80,98.00,16,0,50,1063,515,2878,5972828,107349,58630,5853753,25,0,0,49958,1.17
citrus-bundle,100000,1.80,98.00,32,0,50,1269,611,3412,9638008,173594,94265,9445561,25,0,0,50109,1.17
citrus-bundle,100000,1.80,98.00,48,0,50,1518,709,4029,12018118,216866,117755,11777701,25,0,0,50096,1.17
citrus-bundle,100000,1.80,98.00,64,0,50,1776,728,3842,16644634,299678,162605,16312435,25,0,0,50052,1.17
citrus-bundle,100000,1.80,98.00,80,0,50,1824,791,4105,19895142,358603,194725,19497594,25,0,0,50259,1.17
citrus-bundle,100000,1.80,98.00,96,0,50,2013,881,3977,22299182,402006,217885,21853599,25,0,0,49866,1.18
citrus-lockfree,100000,1.80,98.00,1,0,50,449,357,1828,628981,11326,6145,616426,24,0,0,0,0.00
citrus-lockfree,100000,1.80,98.00,16,0,50,592,420,3139,5668770,101875,55060,5555883,25,0,45,0,0.00
citrus-lockfree,100000,1.80,98.00,32,0,50,957,653,5886,5479931,98757,53455,5370483,24,0,93,0,0.00
citrus-lockfree,100000,1.80,98.00,48,0,50,1187,814,8711,5259906,94999,51765,5154554,25,0,141,0,0.00
citrus-lockfree,100000,1.80,98.00,64,0,50,2204,1190,11247,5281153,94962,51875,5175816,24,0,189,0,0.00
citrus-lockfree,100000,1.80,98.00,80,0,50,3019,1373,15011,5070342,91535,49380,4968931,25,0,237,0,0.00
citrus-lockfree,100000,1.80,98.00,96,0,50,4765,2561,23097,4166546,75120,40830,4083260,25,0,285,0,0.00
citrus-bundle,100000,9.00,90.00,1,0,50,763,431,2924,415090,37459,20290,373573,24,0,0,49894,1.17
citrus-bundle,100000,9.00,90.00,16,0,50,919,496,2885,6209810,559424,304595,5589467,24,0,0,49761,1.17
citrus-bundle,100000,9.00,90.00,32,0,50,1166,646,3512,9948079,896224,484685,8954918,25,0,0,49814,1.17
citrus-bundle,100000,9.00,90.00,48,0,50,1362,783,4120,12101727,1091337,593345,10891721,25,0,0,50220,1.17
citrus-bundle,100000,9.00,90.00,64,0,50,1886,986,3997,15521670,1399417,758960,13970461,25,0,0,49982,1.17
citrus-bundle,100000,9.00,90.00,80,0,50,2034,1062,4658,17323322,1560630,846890,15593314,25,0,0,50120,1.17
citrus-bundle,100000,9.00,90.00,96,0,50,2067,1081,4498,19649791,1770111,961805,17687319,25,0,0,50187,1.17
citrus-lockfree,100000,9.00,90.00,1,0,50,486,330,2377,667508,60324,32820,600620,24,0,0,0,0.00
citrus-lockfree,100000,9.00,90.00,16,0,50,564,389,3184,5979116,538914,292250,5381752,25,0,44,0,0.00
citrus-lockfree,100000,9.00,90.00,32,0,50,809,576,5780,6042632,543974,297035,5439251,25,0,93,0,0.00
citrus-lockfree,100000,9.00,90.00,48,0,50,1092,802,8946,5463229,492183,267260,4917594,25,0,141,0,0.00
citrus-lockfree,100000,9.00,90.00,64,0,50,2473,1147,12267,5245869,472671,256335,4721931,25,0,190,0,0.00
citrus-lockfree,100000,9.00,90.00,80,0,50,2846,1264,15243,5293102,476779,258015,4764720,24,0,238,0,0.00
citrus-lockfree,100000,9.00,90.00,96,0,50,3480,1716,18816,4932054,443805,241325,4439984,25,0,286,0,0.00
citrus-bundle,100000,18.00,80.00,1,0,50,744,441,2976,438281,78720,42825,350996,24,0,0,50056,1.17
citrus-bundle,100000,18.00,80.00,16,0,50,932,523,2951,6621377,1192832,647130,5299119,24,0,0,49680,1.17
citrus-bundle,100000,18.00,80.00,32,0,50,1160,693,3496,10407005,1874465,1017150,8329110,25,0,0,50131,1.17
citrus-bundle,100000,18.00,80.00,48,0,50,1402,899,4171,12584272,2268306,1230045,10069957,25,0,0,50293,1.17
citrus-bundle,100000,18.00,80.00,64,0,50,2189,1240,4280,14780507,2664274,1445000,11827233,25,0,0,49953,1.17
citrus-bundle,100000,18.00,80.00,80,0,50,2254,1263,4764,17132653,3087638,1673350,13710345,24,0,0,49892,1.17
citrus-bundle,100000,18.00,80.00,96,0,50,2846,1398,4814,18226442,3285494,1785765,14583795,24,0,0,50082,1.17
citrus-lockfree,100000,18.00,80.00,1,0,50,536,333,2833,715180,128946,69670,572300,25,0,0,0,0.00
citrus-lockfree,100000,18.00,80.00,16,0,50,569,385,3198,6458457,1164411,631175,5167811,25,0,45,0,0.00
citrus-lockfree,100000,18.00,80.00,32,0,50,766,556,5648,6622576,1193443,647975,5299538,25,0,94,0,0.00
citrus-lockfree,100000,18.00,80.00,48,0,50,992,755,8947,5988400,1080098,585975,4791107,25,0,143,0,0.00
citrus-lockfree,100000,18.00,80.00,64,0,50,2189,965,13163,5734871,1033791,561180,4588844,24,0,192,0,0.00
citrus-lockfree,100000,18.00,80.00,80,0,50,2810,1137,17313,5294518,954311,516130,4236981,24,0,240,0,0.00
citrus-lockfree,100000,18.00,80.00,96,0,50,3198,1401,20863,4999177,901416,487660,4000229,25,0,290,0,0.00
citrus-bundle,100000,45.00,50.00,1,0,50,728,449,3018,562622,253292,137585,281813,24,0,0,49929,1.17
citrus-bundle,100000,45.00,50.00,16,0,50,988,588,3069,8143629,3668488,1990595,4077022,25,0,0,50255,1.17
citrus-bundle,100000,45.00,50.00,32,0,50,1341,860,3861,11988417,5400673,2930250,6001694,25,0,0,49976,1.17
citrus-bundle,100000,45.00,50.00,48,0,50,1803,1176,4716,14151662,6375796,3458710,7084124,24,0,0,50014,1.17
citrus-bundle,100000,45.00,50.00,64,0,50,3142,2167,6155,12917054,5819788,3156490,6465968,24,0,0,50420,1.17
citrus-bundle,100000,45.00,50.00,80,0,50,3621,1940,6493,14791160,6663908,3613455,7404561,25,0,0,49852,1.17
citrus-bundle,100000,45.00,50.00,96,0,50,3629,2150,6633,15512789,6987731,3791420,7766774,24,0,0,50112,1.17
citrus-lockfree,100000,45.00,50.00,1,0,50,426,306,1763,992022,446985,242705,496496,25,0,0,0,0.00
citrus-lockfree,100000,45.00,50.00,16,0,50,546,371,3287,8599637,3875250,2101610,4304065,25,0,47,0,0.00
citrus-lockfree,100000,45.00,50.00,32,0,50,711,476,5761,9458402,4261166,2311380,4734960,25,0,97,0,0.00
citrus-lockfree,100000,45.00,50.00,48,0,50,904,627,9310,8148672,3672292,1991060,4078168,24,0,147,0,0.00
citrus-lockfree,100000,45.00,50.00,64,0,50,2683,750,19939,5937292,2674288,1452215,2972561,24,0,200,0,0.00
citrus-lockfree,100000,45.00,50.00,80,0,50,3042,788,24546,6052486,2726415,1478765,3030318,25,0,252,0,0.00
citrus-lockfree,100000,45.00,50.00,96,0,50,2913,880,28406,5884443,2650327,1439150,2946286,24,0,302,0,0.00
citrus-bundle,100000,72.00,20.00,1,0,50,853,452,2944,844871,609319,332680,169016,24,0,0,50009,1.17
citrus-bundle,100000,72.00,20.00,16,0,50,1042,687,3173,10803389,7787513,4258270,2164222,25,0,0,49814,1.17
citrus-bundle,100000,72.00,20.00,32,0,50,1826,1049,4387,14306635,10311335,5648510,2865598,25,0,0,49974,1.17
citrus-bundle,100000,72.00,20.00,48,0,50,2154,1655,5124,16084506,11595007,6348550,3219789,25,0,0,50000,1.17
citrus-bundle,100000,72.00,20.00,64,0,50,4756,3235,8717,11665010,8408590,4598220,2336776,24,0,0,50283,1.17
citrus-bundle,100000,72.00,20.00,80,0,50,4977,3225,9465,12853033,9266744,5071930,2571903,24,0,0,50112,1.17
citrus-bundle,100000,72.00,20.00,96,0,50,5132,3841,9697,14075576,10147033,5558555,2816832,24,0,0,50011,1.17
citrus-lockfree,100000,72.00,20.00,1,0,50,680,314,2056,1596362,1150708,629790,319696,25,0,0,0,0.00
citrus-lockfree,100000,72.00,20.00,16,0,50,583,375,3917,13578095,9786680,5357390,2719937,25,0,51,0,0.00
citrus-lockfree,100000,72.00,20.00,32,0,50,691,459,6704,16225154,11698589,6402380,3246089,24,0,107,0,0.00
citrus-lockfree,100000,72.00,20.00,48,0,50,842,545,10373,15539378,11201795,6130430,3111497,25,0,161,0,0.00
citrus-lockfree,100000,72.00,20.00,64,0,50,2181,674,27110,9365072,6750574,3695330,1875432,24,0,226,0,0.00
citrus-lockfree,100000,72.00,20.00,80,0,50,2377,726,32837,10033460,7231955,3961405,2009224,25,0,278,0,0.00
citrus-lockfree,100000,72.00,20.00,96,0,50,2567,858,43824,9108184,6565534,3595435,1823563,25,0,341,0,0.00
citrus-bundle,100000,81.00,10.00,1,0,50,1073,434,2910,1052925,853830,468175,105460,25,0,0,49915,1.17
citrus-bundle,100000,81.00,10.00,16,0,50,1083,675,3345,12240970,9925953,5443295,1226358,24,0,0,50132,1.17
citrus-bundle,100000,81.00,10.00,32,0,50,1646,1175,4619,15138620,12278522,6726855,1514727,24,0,0,50244,1.17
citrus-bundle,100000,81.00,10.00,48,0,50,2519,2149,5848,16409086,13305815,7298240,1643623,24,0,0,50007,1.17
citrus-bundle,100000,81.00,10.00,64,0,50,4990,3509,9826,11483859,9311555,5105655,1151173,25,0,0,50132,1.17
citrus-bundle,100000,81.00,10.00,80,0,50,5807,3540,10984,12503386,10140619,5557100,1251347,25,0,0,50277,1.17
citrus-bundle,100000,81.00,10.00,96,0,50,5785,3362,11522,14154948,11479399,6294525,1416644,24,0,0,49804,1.17
citrus-lockfree,100000,81.00,10.00,1,0,50,390,298,1694,2037409,1652506,904865,203930,24,0,0,0,0.00
citrus-lockfree,100000,81.00,10.00,16,0,50,638,376,4212,17767134,14409690,7898075,1777829,24,0,55,0,0.00
citrus-lockfree,100000,81.00,10.00,32,0,50,736,464,7640,22271565,18060042,9904350,2230653,25,0,115,0,0.00
citrus-lockfree,100000,81.00,10.00,48,0,50,870,520,11947,22630339,18351346,10060090,2266975,25,0,176,0,0.00
citrus-lockfree,100000,81.00,10.00,64,0,50,1578,691,25182,15690859,12724090,6978260,1571117,24,0,242,0,0.00
citrus-lockfree,100000,81.00,10.00,80,0,50,2181,761,38317,14286549,11584418,6356050,1430921,25,0,317,0,0.00
citrus-lockfree,100000,81.00,10.00,96,0,50,2047,749,42746,15002646,12166622,6668165,1502391,24,0,386,0,0.00
citrus-bundle,100000,88.20,2.00,1,0,50,631,396,3482,1336460,1179974,648500,26786,24,0,0,49840,1.17
citrus-bundle,100000,88.20,2.00,16,0,50,1230,630,4029,14016960,12378271,6789830,280723,25,0,0,50052,1.17
citrus-bundle,100000,88.20,2.00,32,0,50,1825,1252,5502,15795865,13946936,7661380,316653,25,0,0,49803,1.17
citrus-bundle,100000,88.20,2.00,48,0,50,2754,1924,6759,16678003,14728069,8082415,333451,25,0,0,50307,1.17
citrus-bundle,100000,88.20,2.00,64,0,50,5896,3389,11897,11871246,10483020,5750385,238149,25,0,0,49862,1.17
citrus-bundle,100000,88.20,2.00,80,0,50,6389,4192,13663,12536399,11069233,6080665,251033,25,0,0,49935,1.17
citrus-bundle,100000,88.20,2.00,96,0,50,6610,3732,14685,14662655,12946659,7111285,293739,25,0,0,50197,1.17
citrus-lockfree,100000,88.20,2.00,1,0,50,754,334,1756,2645982,2336139,1284565,52930,25,0,0,0,0.00
citrus-lockfree,100000,88.20,2.00,16,0,50,653,376,5145,25567611,22576679,12392580,512416,25,0,63,0,0.00
citrus-lockfree,100000,88.20,2.00,32,0,50,771,471,10039,33326647,29427558,16156980,667693,24,0,134,0,0.00
citrus-lockfree,100000,88.20,2.00,48,0,50,892,542,16725,37066882,32731450,17966165,742199,24,0,214,0,0.00
citrus-lockfree,100000,88.20,2.00,64,0,50,1956,820,27973,25617101,22620521,12416390,513302,24,0,265,0,0.00
citrus-lockfree,100000,88.20,2.00,80,0,50,2272,902,34700,26706856,23581826,12949400,535150,25,0,338,0,0.00
citrus-lockfree,100000,88.20,2.00,96,0,50,2679,1210,52310,27223876,24039928,13192410,545466,24,0,430,0,0.00
citrus-bundle,100000,90.00,0.00,1,0,50,600,382,0,1917658,1728100,947790,0,0,0,0,49990,1.17
citrus-bundle,100000,90.00,0.00,16,0,50,1128,638,0,14466767,13035871,7154480,0,0,0,0,49552,1.17
citrus-bundle,100000,90.00,0.00,32,0,50,1988,1229,0,15726285,14170547,7778690,0,0,0,0,50052,1.17
citrus-bundle,100000,90.00,0.00,48,0,50,2780,1772,0,16811656,15149485,8310855,0,0,0,0,49797,1.17
citrus-bundle,100000,90.00,0.00,64,0,50,5643,3748,0,12610605,11362502,6240515,0,0,0,0,50070,1.17
citrus-bundle,100000,90.00,0.00,80,0,50,6480,3996,0,13259005,11946789,6561080,0,0,0,0,50294,1.17
citrus-bundle,100000,90.00,0.00,96,0,50,5948,4233,0,15457728,13928110,7648090,0,0,0,0,50164,1.17
citrus-lockfree,100000,90.00,0.00,1,0,50,503,300,0,2744288,2472446,1359210,0,0,0,0,0,0.00
citrus-lockfree,100000,90.00,0.00,16,0,50,997,411,0,28746571,25903833,14213690,0,0,0,0,0,0.00
citrus-lockfree,100000,90.00,0.00,32,0,50,770,464,0,36156883,32579729,17885770,0,0,0,0,0,0.00
citrus-lockfree,100000,90.00,0.00,48,0,50,1096,560,0,40622244,36601201,20105215,0,0,0,0,0,0.00
citrus-lockfree,100000,90.00,0.00,64,0,50,2406,912,0,25054206,22575227,12394895,0,0,0,0,0,0.00
citrus-lockfree,100000,90.00,0.00,80,0,50,3020,1050,0,25045948,22567978,12389850,0,0,0,0,0,0.00
citrus-lockfree,100000,90.00,0.00,96,0,50,3057,1000,0,29362120,26456236,14529420,0,0,0,0,0,0.00
citrus-bundle,100000,0.00,100.00,1,0,50,0,0,3060,392583,0,0,392583,24,0,0,49649,1.16
citrus-bundle,100000,0.00,100.00,16,0,50,0,0,2932,5866841,0,0,5866841,25,0,0,50244,1.17
citrus-bundle,100000,0.00,100.00,32,0,50,0,0,3466,9553054,0,0,9553054,25,0,0,50132,1.17
citrus-bundle,100000,0.00,100.00,48,0,50,0,0,3971,12079328,0,0,12079328,25,0,0,50013,1.17
citrus-bundle,100000,0.00,100.00,64,0,50,0,0,4013,17049150,0,0,17049150,25,0,0,50087,1.17
citrus-bundle,100000,0.00,100.00,80,0,50,0,0,3758,20803656,0,0,20803656,24,0,0,49988,1.17
citrus-bundle,100000,0.00,100.00,96,0,50,0,0,3961,23076216,0,0,23076216,25,0,0,50119,1.17
citrus-lockfree,100000,0.00,100.00,1,0,50,0,0,2526,619903,0,0,619903,25,0,0,0,0.00
citrus-lockfree,100000,0.00,100.00,16,0,50,0,0,3767,5503997,0,0,5503997,25,0,45,0,0.00
citrus-lockfree,100000,0.00,100.00,32,0,50,0,0,5671,5480653,0,0,5480653,25,0,93,0,0.00
citrus-lockfree,100000,0.00,100.00,48,0,50,0,0,8674,5161998,0,0,5161998,24,0,141,0,0.00
citrus-lockfree,100000,0.00,100.00,64,0,50,0,0,11014,5799604,0,0,5799604,25,0,189,0,0.00
citrus-lockfree,100000,0.00,100.00,80,0,50,0,0,13368,5820278,0,0,5820278,25,0,237,0,0.00
citrus-lockfree,100000,0.00,100.00,96,0,50,0,0,18124,5200283,0,0,5200283,24,0,285,0,0.00
citrus-bundle,100000,0.00,98.00,1,0,50,0,439,2941,398324,0,39255,390473,24,0,0,49728,1.16
citrus-bundle,100000,0.00,98.00,16,0,50,0,474,3078,5974965,0,585125,5857940,25,0,0,50069,1.17
citrus-bundle,100000,0.00,98.00,32,0,50,0,572,3443,9713487,0,950395,9523408,24,0,0,49993,1.17
citrus-bundle,100000,0.00,98.00,48,0,50,0,642,3935,12340445,0,1207330,12098979,24,0,0,49815,1.17
citrus-bundle,100000,0.00,98.00,64,0,50,0,621,3764,17543888,0,1715180,17200852,25,0,0,50117,1.17
citrus-bundle,100000,0.00,98.00,80,0,50,0,643,3860,21054110,0,2058955,20642319,24,0,0,49889,1.17
citrus-bundle,100000,0.00,98.00,96,0,50,0,743,4248,22774161,0,2227500,22328661,25,0,0,50282,1.17
citrus-lockfree,100000,0.00,98.00,1,0,50,0,322,1759,629154,0,61790,616796,25,0,0,0,0.00
citrus-lockfree,100000,0.00,98.00,16,0,50,0,379,3168,5786988,0,565970,5673794,24,0,45,0,0.00
citrus-lockfree,100000,0.00,98.00,32,0,50,0,619,6067,5305906,0,518280,5202250,25,0,93,0,0.00
citrus-lockfree,100000,0.00,98.00,48,0,50,0,763,8859,5188499,0,505790,5087341,24,0,141,0,0.00
citrus-lockfree,100000,0.00,98.00,64,0,50,0,926,11643,5714905,0,559080,5603089,25,0,189,0,0.00
citrus-lockfree,100000,0.00,98.00,80,0,50,0,1114,14153,5685130,0,552735,5574583,24,0,237,0,0.00
citrus-lockfree,100000,0.00,98.00,96,0,50,0,1745,15822,5609225,0,547120,5499801,24,0,285,0,0.00
citrus-bundle,100000,0.00,90.00,1,0,50,0,436,3161,421652,0,208810,379890,25,0,0,49853,1.17
citrus-bundle,100000,0.00,90.00,16,0,50,0,455,2877,6421269,0,3177610,5785747,25,0,0,50130,1.17
citrus-bundle,100000,0.00,90.00,32,0,50,0,543,3416,10461887,0,5176885,9426510,25,0,0,50240,1.17
citrus-bundle,100000,0.00,90.00,48,0,50,0,610,3805,12997981,0,6427965,11712388,25,0,0,50175,1.17
citrus-bundle,100000,0.00,90.00,64,0,50,0,604,4037,18558629,0,9184645,16721700,24,0,0,49935,1.17
citrus-bundle,100000,0.00,90.00,80,0,50,0,625,3959,22158853,0,10962075,19966438,25,0,0,50097,1.17
citrus-bundle,100000,0.00,90.00,96,0,50,0,718,4640,23848366,0,11795570,21489252,25,0,0,50124,1.17
citrus-lockfree,100000,0.00,90.00,1,0,50,0,318,1777,677232,0,335360,610160,24,0,0,0,0.00
citrus-lockfree,100000,0.00,90.00,16,0,50,0,370,2963,6251200,0,3093345,5632531,24,0,45,0,0.00
citrus-lockfree,100000,0.00,90.00,32,0,50,0,579,5965,5910665,0,2923500,5325965,24,0,93,0,0.00
citrus-lockfree,100000,0.00,90.00,48,0,50,0,695,8800,5640700,0,2792445,5082211,25,0,141,0,0.00
citrus-lockfree,100000,0.00,90.00,64,0,50,0,979,11748,6020239,0,2972875,5425664,25,0,189,0,0.00
citrus-lockfree,100000,0.00,90.00,80,0,50,0,1103,14651,5840225,0,2887850,5262655,25,0,237,0,0.00
citrus-lockfree,100000,0.00,90.00,96,0,50,0,1756,19489,5435447,0,2688280,4897791,25,0,285,0,0.00
citrus-bundle,100000,0.00,80.00,1,0,50,0,442,3023,460970,0,458385,369293,25,0,0,49965,1.17
citrus-bundle,100000,0.00,80.00,16,0,50,0,452,2908,7130436,0,7096870,5711062,24,0,0,49954,1.17
citrus-bundle,100000,0.00,80.00,32,0,50,0,550,3397,11287932,0,11242985,9039335,25,0,0,50156,1.17
citrus-bundle,100000,0.00,80.00,48,0,50,0,589,3827,14658918,0,14585010,11741916,25,0,0,50070,1.17
citrus-bundle,100000,0.00,80.00,64,0,50,0,582,3721,20508712,0,20414790,16425754,25,0,0,50186,1.17
citrus-bundle,100000,0.00,80.00,80,0,50,0,604,3752,24822534,0,24700480,19882438,25,0,0,50098,1.17
citrus-bundle,100000,0.00,80.00,96,0,50,0,670,4084,27231327,0,27106390,21810049,24,0,0,49842,1.17
citrus-lockfree,100000,0.00,80.00,1,0,50,0,349,2278,732970,0,730350,586900,25,0,0,0,0.00
citrus-lockfree,100000,0.00,80.00,16,0,50,0,370,2885,6901092,0,6859850,5529122,25,0,45,0,0.00
citrus-lockfree,100000,0.00,80.00,32,0,50,0,540,5816,6593146,0,6564700,5280206,24,0,93,0,0.00
citrus-lockfree,100000,0.00,80.00,48,0,50,0,637,8740,6285146,0,6254265,5034293,25,0,141,0,0.00
citrus-lockfree,100000,0.00,80.00,64,0,50,0,873,11506,6813691,0,6784925,5456706,24,0,189,0,0.00
citrus-lockfree,100000,0.00,80.00,80,0,50,0,978,13628,7022587,0,6992760,5624035,25,0,237,0,0.00
citrus-lockfree,100000,0.00,80.00,96,0,50,0,1322,16128,6589439,0,6563505,5276738,24,0,249,0,0.00
citrus-bundle,100000,0.00,50.00,1,0,50,0,491,3086,670916,0,1674550,336006,24,0,0,49818,1.17
citrus-bundle,100000,0.00,50.00,16,0,50,0,488,2998,10153396,0,25351040,5083188,25,0,0,50119,1.17
citrus-bundle,100000,0.00,50.00,32,0,50,0,590,3676,16765224,0,41865735,8392077,24,0,0,49807,1.17
citrus-bundle,100000,0.00,50.00,48,0,50,0,563,3721,21051792,0,52568550,10538082,25,0,0,50062,1.17
citrus-bundle,100000,0.00,50.00,64,0,50,0,576,3709,29880779,0,74632650,14954249,24,0,0,49986,1.17
citrus-bundle,100000,0.00,50.00,80,0,50,0,573,3660,36397950,0,90885970,18220756,24,0,0,49924,1.17
citrus-bundle,100000,0.00,50.00,96,0,50,0,606,3812,40951752,0,102277430,20496266,25,0,0,50013,1.17
citrus-lockfree,100000,0.00,50.00,1,0,50,0,435,2288,1038484,0,2594920,519500,24,0,0,0,0.00
citrus-lockfree,100000,0.00,50.00,16,0,50,0,371,2926,9948848,0,24845625,4979723,25,0,45,0,0.00
citrus-lockfree,100000,0.00,50.00,32,0,50,0,516,5696,10152371,0,25347235,5082924,24,0,93,0,0.00
citrus-lockfree,100000,0.00,50.00,48,0,50,0,590,8629,9741823,0,24333385,4875146,25,0,141,0,0.00
citrus-lockfree,100000,0.00,50.00,64,0,50,0,840,11560,10186425,0,25437325,5098960,25,0,189,0,0.00
citrus-lockfree,100000,0.00,50.00,80,0,50,0,957,14911,9453901,0,23599945,4733912,25,0,237,0,0.00
citrus-lockfree,100000,0.00,50.00,96,0,50,0,1038,20703,8872526,0,22151230,4442280,25,0,285,0,0.00
citrus-bundle,100000,0.00,20.00,1,0,50,0,522,2860,1258874,0,5034170,252040,25,0,0,50067,1.17
citrus-bundle,100000,0.00,20.00,16,0,50,0,402,2711,19082002,0,76313970,3819208,24,0,0,49996,1.17
citrus-bundle,100000,0.00,20.00,32,0,50,0,538,3334,30642498,0,122523070,6137884,25,0,0,50390,1.17
citrus-bundle,100000,0.00,20.00,48,0,50,0,521,3609,39603309,0,158351830,7932943,24,0,0,49722,1.17
citrus-bundle,100000,0.00,20.00,64,0,50,0,562,3592,56511165,0,225978935,11315378,24,0,0,49810,1.17
citrus-bundle,100000,0.00,20.00,80,0,50,0,864,5344,59502503,0,237943580,11913787,25,0,0,50469,1.17
citrus-bundle,100000,0.00,20.00,96,0,50,0,695,4644,64447454,0,257748280,12897798,24,0,0,49946,1.17
citrus-lockfree,100000,0.00,20.00,1,0,50,0,344,1710,1798602,0,7193280,359946,24,0,0,0,0.00
